1987-0212,Region IV
1987-0212, Marinduque
1987-0212, Quezon
1987-0212, Laguna
1987-0212, Batangas
1987-0212, Region V
1987-0212,  Sorgoson
1987-0212, Albay
1987-0212, Battan
1987-0212, Cavite
1987-0212, Masbaten Camarines Sur
1987-0212, Leyte
1987-0212, Northern Samar
1987-0239,
1987-0240,
1988-0231,
1988-0312,Northern Luzon
1988-0477,Mindanao/Misamis Oriental
1988-0480,Tarlac
1988-0480, Southern Tagalog
1988-0480, Metro Manila
1988-0480, Albay
1988-0480, Cebu
1988-0480, Cagayan de Oro provinces
1988-0506,Manilla
1988-0506, Tagalog
1988-0506, Bicol
1988-0506, western Visayas
1988-0557,
1989-0120,Ilocos Sur
1989-0120, Ilocos Norte
1989-0120, Cagayan
1989-0120, Isabela
1989-0120, Nueva Vizcaya
1989-0120, La Union
1989-0125,Albay
1989-0125, Bataan
1989-0125, Batangas
1989-0125, Bulacan
1989-0125, Camarines norte
1989-0125, Camarnies Sur
1989-0125, Cavite
1989-0125, Esatern Samar
1989-0125, Laguna
1989-0125, Marinduque
1989-0125, Masbate
1989-0125, Northern Leyte
1989-0125, Northern Samar
1989-0125, Nueva Ecija
1989-0125, Pampanga
1989-0125, Quezon
1989-0125, Rizal
1989-0125, Samar
1989-0125, Sorgoson
1989-0125, southern Leyte
1989-0125, Zambales
1989-0125, national capital region
1989-0126,Bataan
1989-0126, Benguet
1989-0126, Ifugao
1989-0126, Isabela
1989-0126, Kalinga-Apayao
1989-0126, La Union
1989-0126, Nueva Vizcaya
1989-0126, Pangasinan
1989-0126, Cagayan
1989-0126, Ilocios Sur
1989-0126, Neava Ecija
1989-0126, Quirino provinces
1989-0126, National capital region
1989-0127,Cagayan
1989-0127, Ilocos Norte
1989-0127, Kalinga-Apayao
1989-0127, Nueva Viscayas provinces
1989-0129,Benguet
1989-0129, Ilocos Norte
1989-0129, Ilocos Sur
1989-0129, Kalinga Apayao
1989-0129, La Union
1989-0129, Zambales
1989-0132,Battan
1989-0132, Bulacan
1989-0132, Pampanga
1989-0132, North Metro Manila
1989-0132, Calauag Popillio Isl.
1989-0132, northern Samar
1989-0132, Neava Ecija
1989-0132, Quezon
1989-0132, Rizal
1989-0132, Tarlac provinces
1989-0187,
1990-0025,North and Eastern Luzon
1990-0122,Samar
1990-0122, Masbate provinces
1990-0122, Palwan
1990-0122, Iloilo
1990-0122, Negros occidental
1990-0122, Cebu
1990-0400,
1990-0401,North
1990-0687,
1991-0174,Near Tuguegaro (Pinatubo region)
1991-0382,Luzon Isl.
1991-0383,Bago
1991-0383, La Cariota
1991-0383, Bacalod (Negros) and  Leyte
1991-0517,Catanduanes
1991-0517, Albay
1991-0517, Quezon Provinces (Southern Luzon Isl.)
1991-0521,Pampanga
1991-0521, Tarlac provinces
1991-0525,Concepcion
1991-0525, Floridablanca
1991-0525, Manila
1992-0295,Aurora
1992-0295, Zambales
1992-0295, Nueva Ecija
1992-0295, Nueva Vizcaya
1992-0295, Pangasinan
1992-0295, La Union
1992-0295, Benguet
1992-0295, Ifugao
1992-0295, Isabela
1992-0295, Tarlac provinces
1992-0296,Regions III and NCR
1992-0491,Regions III
1992-0491, IV and NCR
1992-0492,Luzon Isl.
1993-0055,Cordillera autonomous region (including Bagio city)
1993-0055, Regions I-IV (including Metro Manilla)
1993-0077,Pampanga
1993-0077, Nueva Viscaya
1993-0077, Tarlac
1993-0077, Cagayan
1993-0077, Cavite
1993-0077, Bataan
1993-0077, Bulacan
1993-0077, Pangasinan
1993-0077, Nueva Ecija
1993-0077, Metro Manilla provinces
1993-0087,Catanduanes
1993-0087, Camarines Sur
1993-0087, Camarines Norte
1993-0087, Albay
1993-0087, Marinduque
1993-0087, Mindoro Oriental
1993-0087, Quezon
1993-0087, Laguna
1993-0087, Batangas
1993-0087, Rizal provinces (Bicol peninsula
1993-0087, Luzon)   Visayas
1993-0087, Masbate
1993-0087, Sorgoson
1993-0087, Occidental Mindoro
1993-0087, Romblon
1993-0088,
1993-0228,Capiz
1993-0228, iloilo
1993-0228, Negros Oriental
1993-0228, Bohol
1993-0228, Cebu
1993-0228, Agusan del Norte
1993-0228, Cagayan de Oro
1993-0228, Caniguin
1993-0228, Southern Leyte
1993-0228, Surigao del Norte
1993-0228, Davao del Norte
1993-0228, Misamis Oriental
1993-0298,Leyte
1994-0010,Albay
1994-0010, Sorsogon
1994-0010, Palawan
1994-0010, Marinduque Provinces
1994-0034,Negros Occidental
1994-0034, Cebu
1994-0034, Surigao del Sur
1994-0034, Palawan
1994-0034, Calaian
1994-0071,Pampanga
1994-0071, Bulacan
1994-0071, Bataan
1994-0071, Zambales
1994-0071, Tarlac
1994-0071, Ilocos Sur
1994-0071, Olongapo
1994-0071, Angeles
1994-0072,La Union
1994-0072, Pangasinan
1994-0072, Ilocos Sur
1994-0072, Ilocos Norte provinces
1994-0072, Laoag city (Luzon)
1994-0073,Metro Manila
1994-0073, Aurora
1994-0073, Nueva Ecija
1994-0073, Pampanga
1994-0073, Tarlac
1994-0073, Zambales provinces (Luzon)
1994-0074,Pampanga
1994-0074, Zambales
1994-0074, Metro Manila (Luzon)
1994-0215,Papoay
1994-0215, San Nicolas
1994-0215, Pasuquin municipalities (locos Norte province)
1994-0215, Cagayan province
1994-0313,Pinatubo
1994-0313, Luzon
1994-0519,Arora
1994-0519, Quezon
1994-0519, Laguna
1994-0519, Batangas
1994-0519, Rizal
1994-0519, Cavite
1994-0519, Bulacan
1994-0519, Bataan
1994-0519, Oriental Mindoro
1994-0519, Occidental Mindoro provinces (Luzon)
1994-0594,Leyte
1994-0594, Cebu Isl.
1994-0594, Surigao
1994-0594, Luzon
1994-0594, Iloilo
1994-0594, Bacolod
1994-0756,Kalinga-Apayao province
1995-0187,Regions I
1995-0187, II
1995-0187, III
1995-0187, IV
1995-0187, V
1995-0187, Metro Manilla
1995-0199,Pampanga
1995-0199, Sultan Kudarat provinces
1995-0247,Pampanga
1995-0247, Pangasinan
1995-0247, Bulacan
1995-0247, Laguna
1995-0247, Marinduque
1995-0247, Quezon
1995-0247, Barangas
1995-0247, Cavite
1995-0247, Albay
1995-0247, Antique
1995-0247, Cebu
1995-0247, Leyte
1995-0247, Siquijor
1995-0247, Bukidnon provinces and National Capital region
1995-0271,Luzon
1995-0271, Visayas
1995-0271, Calauag
1995-0272,Leyte
1995-0272, Samar
1995-0272, Central Visayas
1995-0272, Panays Islands
1995-0272, Palawan
1995-0306,Agusan
1995-0306, Surigao
1995-0306, Leyte
1995-0306, Samar
1995-0486,Pampanga
1995-0486, Zambales
1995-0486, Tarlac (Luzon province)
1996-0108,Quzeon
1996-0108, Aurora
1996-0108, Quirino
1996-0108, Nueva Vizcaya
1996-0108, Isabela
1996-0108, Cagayan
1996-0108, Batanes
1996-0108, La Union
1996-0108, Ilocos Norte
1996-0108, Ilocos Sur (Luzon Isl.)
1996-0257,Cebu
1996-0257, Bocolod
1997-0180,All country
1997-0203,Manilla
1997-0203, Luzon
1997-0252,Cagayan Prov.
1998-0296,North and Central Luzon Isl.
1998-0296, cordillera Autonomous Region
1998-0296, central Visayas Isl.
1998-0296, National Capital Region
1998-0309,Town Of Tabuk  Level 2 = Kalinga-Apayao (from GENAME)
1998-0314,Albay 
1998-0404,E  and W Samar
1998-0404, Cagayan
1998-0404, Pampanga
1998-0404, Bulacan
1998-0404, Isabela
1998-0404, Quenzon
1998-0404, W Mindoro
1998-0404, Palawan
1998-0404, Masbate
1998-0404, Albay
1998-0404, Sorsogon
1998-0404, Catanduanes
1998-0404, Aklan
1998-0404, Capiz
1998-0404, Antique
1998-0404, Iloilo
1998-0404, Leyte
1999-0390,Provinces Of Cagayan
1999-0390, Ilocos
1999-0390, Sur
1999-0390, Pangasinan
1999-0390, La Union
1999-0723,Regions II - Batanes
1999-0724,Region III - Zambales
1999-0725,Region III
1999-0726,Regions I
1999-0726, II
1999-0726, III and CAR
1999-0727,Region III
1999-0728,Regions V
1999-0728, VIII
1999-0729,Regions V
1999-0729, VI
1999-0729, VII
2000-0257,Metro Manila
2000-0257, Central Luzon
2000-0396,Manilla
2000-0397,La Union
2000-0397, Pangasinan
2000-0397, Ilocos Norte
2000-0397, Ilocos Sur
2000-0397, Baguio City (Reg. I)
2000-0397, Bataan
2000-0397, Bulacan
2000-0397, Pampanga
2000-0397, Olongapo City
2000-0397, Tarlac
2000-0397, Zambales (Reg. III)
2000-0397, Mindoro Oriental (Reg. IV)
2000-0397, Caloocan
2000-0397, Manioma
2000-0397, Quezon cities
2000-0397, Rizal (NCR)
2000-0397, Cavite (Reg. IV)
2000-0397, Iloilo
2000-0397, Negros Occidental (Reg.VI)
2000-0706,Cavite
2000-0706, Sorsogon
2000-0706, Catanduanes
2000-0706, Samar
2000-0706, Albay
2000-0706, Manilla (Southern Luzon)
2000-0715,Rizal
2000-0715, Laguna
2000-0715, Cagayan
2000-0715, Nueva Vizcaya provinces
2000-0715, Manilal area (Luzon Isl)
2000-0788,Mindanao Isl. and Central Philippines
2001-0054,Leyte Isl.
2001-0054, Visayas
2001-0054, Mindanao
2001-0319,Regions I
2001-0319, II
2001-0319, III
2001-0319, IV
2001-0319, VIII
2001-0319, Cordillera Autonomous Region (CAR)
2001-0319, National Capital Region
2001-0614,Camiguin Isl.
2001-0614, Cagayan de Oro (Mindanao Isl.)
2001-0758,Cebu
2001-0758, Leyte Isl.
2001-0792,Region III
2001-0793,Regions I
2001-0793, II and CAR
2002-0408,Manilla
2002-0423,
2002-0528,Manilla (Luzon Isl.)
2002-0875,Regions VI
2002-0875, VII
2002-0875, VIII and CARGA
2002-0877,Regions IV
2002-0877, VI
2002-0878,REgions III
2002-0878, IV
2002-0878, V
2002-0878, VI
2002-0878, VII
2002-0878, VIII
2002-0878, X
2002-0878, CARAGA
2003-0258,Pangasinan
2003-0258, La Union
2003-0258, Ilocos Norte
2003-0258, Ilocos Sur
2003-0258, Zambales
2003-0258, Battan
2003-0258, Cavite
2003-0258, Batangas
2003-0258, Rizal
2003-0258, Romblon
2003-0258, Occ. Mindoro
2003-0258, Iloilo
2003-0258, Bulacan Benguet provinces
2003-0258, Valenzuela city (Luzon Isl).  
2003-0290,Sorsogon
2003-0290, Albay
2003-0290, Catanduanes
2003-0290, Camarines Sur (Leyte)
2003-0290, Barangay Aslum
2003-0290, Naval
2003-0290, Biliran city (Catbalogan Biliran Island)
2003-0346,Maguindanao provinces (Autonomous Region of Muslim Mindanao)
2003-0346, North Cobato
2003-0346, Sultan Kudarat (Region XII)
2003-0346, Isabela (Region II)
2003-0346, Ilocos Norte (Region I)
2003-0346, Romblon (Region IV)
2003-0822,Regions IV 
2003-0822, VIII
2003-0823,Regions V
2003-0823, VIII
2003-0823, X
2003-0824,Region III
2003-0825,Region I
2003-0826,Regions III and NCR
2004-0218,Bicol region
2004-0267,Leyte Isl.
2004-0309,Cagayan
2004-0309, Laoag
2004-0309, La Union (North of Luzon Isl.)
2004-0309, Mindanao Isl.
2004-0435,Pampanga
2004-0435, Tarlac
2004-0435, Bataan
2004-0435, Bulacan
2004-0435, Pangasinan
2004-0435, Benguet
2004-0435, Rizal
2004-0435, La Union
2004-0435,  Nueva Vizcaya
2004-0435, Nueva Ecija
2004-0435, Ifugao provinces (Luzon Isl)
2004-0580,Catanduanes Isl.
2004-0580, Bicol peninsula
2004-0580, Mindoro Isl.
2004-0580, Camarines Sur
2004-0580, Sorsogon
2004-0602,Aurora province (Luzon Isl)
2004-0609,Isabela (Region II)
2004-0609, Bulacan
2004-0609, Nueva Ecija
2004-0609, Aurora (Region III)
2004-0609, Quezon
2004-0609, Rizal (Region IV)
2004-0609, Camarines Sur (Region V) - Real
2004-0609, Infanta
2004-0609, General Nakar (Quezon province
2004-0609, East coast Luzon Isl.)
2004-0618,Bicol
2005-0120,Leyste Isl.
2005-0540,Luzon
2005-0540, Muntinlupa
2005-0540, Pampanga
2005-0540, Gabaldon
2005-0540, Angono
2005-0540, Quezon
2005-0540, Aurora
2005-0540, Nueja Ecija
2005-0540, Rizal
2005-0540, Bicol
2005-0540, Ilpcos Norte 
2006-0251,Sogod
2006-0251, Macrohon (Leyte)
2006-0251, Albay province (Bicol region
2006-0251, Luzon)
2006-0251, Visayas
2006-0251, Tagalog
2006-0251, Bicol
2006-0362,Northern Luzon
2006-0388,Central Luzon provinces
2006-0410,Quirino region
2006-0410, Northern Luzon
2006-0415,Tarlac
2006-0415, Zambales
2006-0415, Nueva Ecija
2006-0517,Luzon
2006-0517, Manilla
2006-0517, Panay Isl.
2006-0600,Quirino
2006-0600, Isabela
2006-0600, Neuva Vizcaya
2006-0600, Benguet
2006-0600, Kalinga
2006-0600, Aurora
2006-0600, La Union
2006-0600, Cagayan (Luzon Isl.)
2006-0610,Isabela
2006-0610, Auroa
2006-0610, Nueva Ecija (Luzon Island)
2006-0648,Daraga town
2006-0648, Bicol region (Albay province)
2006-0648, Catanduanes
2006-0648, Camarines
2006-0648, Sorgoson
2006-0648, Mindoro
2006-0648, Marinduque
2006-0648, Batangas
2006-0648, Laguna
2006-0667,Regions IV-B
2006-0667, V
2006-0667, VI
2006-0667, VII
2006-0667, VIII
2007-0346,Metro Manilla
2007-0346, Luzon provinces
2007-0380,Central Luzon
2007-0380, Southern Luzon provinces
2007-0380, and the Bicol region
2007-0457,Negros Occidental 
2007-0463,Ifugao
2007-0463, Kalinga provinces
2007-0560,Isabela
2007-0560, Cagayan (Luzon)
2007-0576,Isabela (Luzon Isl.)
2007-0576, Camarines Sur
2007-0576, Camarines Norte provinces
2007-0578,Central Visayans and Northern Mindanao regions
2007-0667,Upper Pitawan
2007-0667, Hingyon
2007-0667, Ifugao
2007-0667, Bagong Silangan
2007-0667, Payatas
2007-0667, Quezon city
2007-0667, Lun Pididu
2007-0667, Malapatan
2007-0667, Sarangani
2007-0667, Hinigaran
2007-0667, Isabela
2007-0667, Ilog
2007-0667, Vallolodid
2007-0667, Pontevedra
2007-0667, NegrosOccidental (Regions V
2007-0667, X
2007-0667, XII
2007-0667, CAR
2007-0667, NCR)
2007-0668,Western section Luzon
2007-0668, Visayas
2007-0668, Mindanao regions
2008-0155,Mindanao Island
2008-0197,Botoloan
2008-0197, Pangasinan
2008-0197, Zambales and La Union provinces 
2008-0249,Aklan
2008-0249, Cebu
2008-0249, Cotabato
2008-0249, General Santos
2008-0249, Iloilo
2008-0249, Leyte
2008-0249, Marinduque
2008-0249, Masbate
2008-0249, Mindoro Oriental
2008-0249, Ormoc
2008-0249, Romblon
2008-0249, Eastern and Western Samar Island
2008-0249, Iloilo
2008-0249, Antique
2008-0249, Capiz
2008-0249, Negros Occidental 
2008-0292,Piddig
2008-0292, Pasuquin - Metro Manilla (Northern Luzon)
2008-0292, Ilocos Norte
2008-0292, Ilocos Sur
2008-0292, Abra
2008-0329,Quezon city (NCR)
2008-0329, CAR
2008-0329, Region I
2008-0329, Region III
2008-0369,Ilocos
2008-0369, Cagayan
2008-0369, Cordillera regions (La Union
2008-0369, Cagayan
2008-0369, Benguet provinces)
2008-0426,Itogon
2008-0426, Central region
2008-0540,Pro
2008-0540, Tudela
2008-0540, Pilar and San Francisco (Camotes Island)
2008-0540, Madridejos
2008-0540, Bantayan and Sta. Fe (Bantayan Island)
2008-0540, Catmon
2008-0540, Medellin
2008-0540, San Remegio
2008-0540, Tuburan
2008-0540, Carmen
2008-0540, Tabuelan
2008-0540, Tabogon
2008-0540, Borbon
2008-0540, Sogod (Cebu province)
2008-0540, Concepcion 
2008-0540, Iloilo
2008-0540, Surigao Norte
2008-0540, Pililia Rozal
2008-0540, Carles
2008-0540, Batad - Southern Tagalog (IV)
2008-0540, Bicol (V)
2008-0540, Western Visayas (VI)
2008-0540, Central Visayas (VII)
2008-0540, Eastern Visayas (VIII)
2008-0609,Lambayong
2008-0609, Esperanza (Sultan Kudarat)
2008-0621,Nueva Era
2008-0621, Paoay
2008-0621, San Nicolas
2008-0621, Bangui
2008-0621, Batac city
2008-0621, Dingras
2008-0621, Pasuquin
2008-0621, Marcos
2008-0621, Piddig
2008-0621, Laoag city
2008-0621, Bacarra
2008-0621, Sarrat
2008-0621, Currimao
2008-0621, Pagudpud (Ilicos Norte)
2008-0621, Luna (La Union)
2008-0621, Sta.Terisita (Cagayan)
2008-0623,Nueva Ecija
2008-0623, Pampanga
2008-0623, Candaba
2009-0165,Aringay
2009-0165, Agoo
2009-0165, Bacnotan
2009-0165, Bagulin
2009-0165, Bauang
2009-0165, Burgos
2009-0165, Caba
2009-0165, Naguillian Pugo
2009-0165, Rosario
2009-0165, San Gabriel
2009-0165, San Juan
2009-0165, Sto Thomas
2009-0165, Tubao
2009-0165, San Fernando city (La Union province); Anda
2009-0165, Agno
2009-0165, Bani
2009-0165, Bolinao
2009-0165, Dasol
2009-0165, Infanta
2009-0165, Lingayan
2009-0165, Mabini
2009-0165, Sta Barbara
2009-0165, Sual
2009-0165, Alaminos city
2009-0165, Dagupan city (Pangasinan province); Ambaguio
2009-0165, Bagabag
2009-0165, Bambang
2009-0165, Bayombong
2009-0165, Dupax del Sur
2009-0165, Solano
2009-0165, Sta Fe (Nueva Vizcaya province); Aurora
2009-0165, Cabaruan
2009-0165, Cordon
2009-0165, Delfin Albano
2009-0165, Ilagan
2009-0165, Luna
2009-0165, Quirino
2009-0165, Ramon
2009-0165, Reina Mercedes
2009-0165, Cauayan city
2009-0165, Santiago city (Isabela province); Cabarroguis
2009-0165, Saguiday (Quirino province)
2009-0165, Rizal (Cagayan province); Sta Cruz
2009-0165, Olongapo city (Zambales province); Guagua (Pampanga province); Kiangan
2009-0165, Asipulo
2009-0165, Lamut
2009-0165, Lagawe
2009-0165, Hingyon
2009-0165, Hungduan
2009-0165, Tinoc
2009-0165, Aguinaldo
2009-0165, Alfonso Lista (Ifugao province); Pinukpuk
2009-0165, Lubuagan (Kalinga province); Baguio city (Benguet province)
2009-0174,Albay
2009-0174, Camarines Norte
2009-0174, Camarines Sur
2009-0174, Catanduanes
2009-0174, Sorsogon
2009-0174, Masbate provinces
2009-0193,Brgy Damatog (North Kabuntalan
2009-0193, Maguindanao)
2009-0239,Metro Manila (NCR)
2009-0239, Pampanga (Region III)
2009-0239, Batangas
2009-0239, Cavite
2009-0239, Quezon (Region IV-A)
2009-0239, Romblon
2009-0239, Oriental Mindoro
2009-0239, Occidental Mindoro
2009-0239, Marinduque (Region IV-B)
2009-0239, Albay
2009-0239, Camarines Sur
2009-0239, Masbate (Region V)
2009-0239, Antique (Region VI)
2009-0239, Cebu (Region VII)
2009-0239, Leyte
2009-0239, Biliran
2009-0239, Western
2009-0239, Eastern and Northern Samar (Region VIII)
2009-0265,Dingras
2009-0265, Nueva Era
2009-0265, Paoay
2009-0265, Batac
2009-0265, Adams
2009-0265, Pinili
2009-0265, Piddig
2009-0265, San Nicolas
2009-0265, Banna
2009-0265, Marcos
2009-0265, Solsona
2009-0265, Sarrat
2009-0265, Pasuqion (Ilocos Norte municipality
2009-0265, Region I); Naic
2009-0265, Kawit
2009-0265, Noveleta
2009-0265, Bacoor
2009-0265, Cavite city (Cabite municipality)
2009-0265, San Mateo
2009-0265, Rodriguez (Rizal municipality) (Region IV-A); Passig
2009-0265, Las Pinas
2009-0265, Marikina
2009-0265, Quezon
2009-0265, Taguig cities (Metro Manila muncipality
2009-0265, NCR Region)
2009-0321,Bagio city
2009-0321, Benguet
2009-0321, Capas
2009-0321, Tarlac
2009-0321, Bautista
2009-0321, Pangasingan
2009-0321, Botolan
2009-0321, Zambales
2009-0321, Mandaluyong city (Central and Northern Luzon)
2009-0360,Botolan (Zamables); Pilar
2009-0360, Morong
2009-0360, Hermosa
2009-0360, Dinalupihan (Bataan) - Region III; Sibalom (Antique); San Erique
2009-0360, Pontevedra
2009-0360, La Carlota City
2009-0360, Valladolid
2009-0360, Hinigaran (Negros Occidental) - Region VI; Bayawan city (Negros Oriental) - Region VII
2009-0373,Botolan
2009-0373, Iba
2009-0373, San Antonio
2009-0373, San Felipe
2009-0373, San Marcelino (Zambales); Abucay
2009-0373, Bagac
2009-0373, Dinalupihan
2009-0373, Hermosa
2009-0373, Morong
2009-0373, Pilar
2009-0373, Samal (Battan); Apalit
2009-0373, Arayat
2009-0373, Bacolor
2009-0373, Floridabanca
2009-0373, Guagua
2009-0373, Lubao
2009-0373, Masantol
2009-0373, Mexico
2009-0373, Minalin
2009-0373, San Luis
2009-0373, Sasmuan
2009-0373, Stanta Ana
2009-0373, Santo Thomas (Pampanga); Balagtas
2009-0373, Calumpit
2009-0373, Guiguinto
2009-0373, Marilao
2009-0373, Meycauayan
2009-0373, San Miguel (Bulacan) - Region III; Calamba city (Calamba) - Region IV
2009-0374,Santa Teresita (Cagayan) - Region II; Silang (Cavite); Santa Cruz
2009-0374, Bay
2009-0374, Los Banos
2009-0374, Santa Rosa
2009-0374, Calamba
2009-0374, Banan
2009-0374, San Pedro (Laguna) - Region IV; Pasil (Kalinga) - CAR
2009-0414,Bolinao
2009-0414, Sual
2009-0414, Dagupan city (Pangasinan
2009-0414, Region I); Rizal
2009-0414, Cabarroguis (Quirino
2009-0414, Region II); Mandaluyong
2009-0414, Manila
2009-0414, Marikina
2009-0414, Muntinlupa
2009-0414, Navotas
2009-0414, Paranaque
2009-0414, Pasig
2009-0414, Las Pinas
2009-0414, Caloocan
2009-0414, Makati
2009-0414, Valenzuela
2009-0414, Malabon
2009-0414, Pateros
2009-0414, Quezon
2009-0414, Taguig
2009-0414, San Juan
2009-0414, Pasay cities (NCR
2009-0414, Region II); Balanga city
2009-0414, Orani
2009-0414, Mariveles
2009-0414, Hermosa (Bataan
2009-0414, Region III); Angat
2009-0414, Balagtas
2009-0414, Baliwag
2009-0414, Bocaue
2009-0414, Bulacan
2009-0414, Bustos
2009-0414, Calumpit
2009-0414, Guiguinto
2009-0414, Hagonoy
2009-0414, Malolos
2009-0414, Marilao
2009-0414, Meycauayan
2009-0414, Plaridel
2009-0414, San Miguel (Bulacan
2009-0414, Region III); Arayal
2009-0414, Bacolor
2009-0414, Lubao
2009-0414, Mabelacat
2009-0414, San Simon
2009-0414, San Luis
2009-0414, San Fernando city
2009-0414, Sto.Tomas
2009-0414, Floridablanca
2009-0414, Sta.Rita (Pampanga
2009-0414, Region III); Licab (Nueva Ecija
2009-0414, Region III); Calaca
2009-0414, Nasugbu
2009-0414, Lemery
2009-0414, Balayan
2009-0414, Bauan
2009-0414, Laurel
2009-0414, Tanauan city
2009-0414, Talisay (Batangas
2009-0414, Region IV-A); Pengil
2009-0414, Alaminos
2009-0414, Paete
2009-0414, Los Banos
2009-0414, Cabuyao
2009-0414, Bay
2009-0414, Lumban
2009-0414, Pila
2009-0414, Pakil
2009-0414, Victoria
2009-0414, Calamba city
2009-0414, Sta.Cruz (Laguna
2009-0414, Region IV-A); Tanay
2009-0414, Taytay
2009-0414, Angono
2009-0414, Morong
2009-0414, Rodriguez
2009-0414, San Mateo
2009-0414, Antipolo city
2009-0414, Teresa (Rizal
2009-0414, Region IV-A); GMA
2009-0414, Ge
2009-0414,.Trias
2009-0414, Carmona
2009-0414, Noveleta
2009-0414, Rosario
2009-0414, Tanza
2009-0414, Imus
2009-0414, Silang Bulihan
2009-0414, Maragondon
2009-0414, Ternate
2009-0414, Naic
